Event Title,Event Date,Location,Judge Name,Fighter 1 Name,Fighter 2 Name,Round,Fighter 1 Score,Fighter 2 Score,Fight ID,Round Count,In Minority,Rounds_Judged,Year,Judge Year Count,Rounds_Judged_SoFar
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Cejudo,Johnson,3,9.0,10,2733,4,0,656,2018,67,593
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Cejudo,Johnson,4,10.0,9,2733,4,0,656,2018,67,594
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Cejudo,Johnson,5,10.0,9,2733,4,0,656,2018,67,595
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Cejudo,Johnson,1,9.0,10,2733,4,0,806,2018,37,108
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Cejudo,Johnson,2,10.0,9,2733,4,0,806,2018,37,109
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Moraes,Sayles,2,10.0,9,2734,4,0,806,2018,37,110
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Cejudo,Johnson,3,9.0,10,2733,4,0,806,2018,37,111
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Cejudo,Johnson,5,10.0,9,2733,4,0,806,2018,37,112
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Cejudo,Johnson,1,9.0,10,2733,4,0,3214,2018,227,1131
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Cejudo,Johnson,2,10.0,9,2733,4,0,3214,2018,227,1132
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Cejudo,Johnson,3,9.0,10,2733,4,0,3214,2018,227,1133
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Cejudo,Johnson,4,10.0,9,2733,4,0,3214,2018,227,1134
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Cejudo,Johnson,5,10.0,9,2733,4,0,3214,2018,227,1135
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Moraes,Sayles,1,10.0,9,2734,4,0,268,2018,32,190
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Moraes,Sayles,2,10.0,9,2734,4,0,268,2018,32,191
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Cejudo,Johnson,4,10.0,9,2733,4,0,806,2018,37,113
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Ramos,Kang,2,10.0,9,2736,4,0,3214,2018,227,1136
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Munhoz,Johns,3,10.0,9,2735,4,0,3214,2018,227,1137
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Simon,Jackson,1,10.0,9,2738,4,0,2160,2018,150,823
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Simon,Jackson,2,10.0,9,2738,4,0,2160,2018,150,824
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Simon,Jackson,3,10.0,9,2738,4,0,2160,2018,150,825
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Simon,Jackson,1,10.0,9,2738,4,0,656,2018,67,596
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Simon,Jackson,2,10.0,9,2738,4,0,656,2018,67,597
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Marcos Rosales,Simon,Jackson,3,10.0,9,2738,4,0,656,2018,67,598
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Simon,Jackson,1,10.0,9,2738,4,0,1678,2018,67,259
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Simon,Jackson,2,10.0,9,2738,4,0,1678,2018,67,260
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Zhang,Taylor,1,10.0,9,2739,4,0,268,2018,32,192
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Zhang,Taylor,2,9.0,10,2739,4,0,268,2018,32,193
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Zhang,Taylor,3,10.0,9,2739,4,0,268,2018,32,194
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Zhang,Taylor,1,10.0,9,2739,4,0,806,2018,37,114
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Zhang,Taylor,2,9.0,10,2739,4,0,806,2018,37,115
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Ron McCarthy,Zhang,Taylor,3,10.0,9,2739,4,0,806,2018,37,116
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Simon,Jackson,3,9.0,10,2738,4,1,1678,2018,67,261
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Santos,Holland,2,9.0,10,2737,4,0,1678,2018,67,262
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Santos,Holland,3,10.0,8,2737,4,0,1678,2018,67,263
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Zhang,Taylor,3,10.0,9,2739,4,0,3214,2018,227,1138
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Zhang,Taylor,2,9.0,10,2739,4,0,3214,2018,227,1139
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Zhang,Taylor,1,10.0,9,2739,4,0,3214,2018,227,1140
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Santos,Holland,1,10.0,9,2737,4,0,2160,2018,150,826
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Santos,Holland,2,9.0,10,2737,4,0,2160,2018,150,827
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Sal D'Amato,Ramos,Kang,3,9.0,10,2736,4,0,3214,2018,227,1141
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Santos,Holland,1,10.0,8,2737,4,0,268,2018,32,195
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Santos,Holland,2,9.0,10,2737,4,0,268,2018,32,196
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Guilherme Bravo,Santos,Holland,3,10.0,8,2737,4,0,268,2018,32,197
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Michael Bell,Santos,Holland,1,10.0,9,2737,4,0,1678,2018,67,264
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,"Los Angeles, California, USA",Derek Cleary,Santos,Holland,3,10.0,8,2737,4,0,2160,2018,150,828
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Gamzatov,Harris,3,10.0,9,1870,3,0,397,2018,122,172
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Santos,Howard,1,10.0,9,1872,3,0,397,2018,122,173
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Westin,1,10.0,9,1871,3,0,397,2018,122,174
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Westin,2,10.0,9,1871,3,0,397,2018,122,175
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Westin,3,10.0,9,1871,3,0,397,2018,122,176
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Santos,Howard,2,10.0,9,1872,3,0,397,2018,122,177
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Umalatov,Gordon,3,10.0,9,1874,4,0,397,2018,122,178
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Taylor,Lobato,1,10.0,9,1873,3,0,397,2018,122,179
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Taylor,Lobato,2,10.0,9,1873,3,0,397,2018,122,180
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Umalatov,Gordon,1,10.0,9,1874,4,0,397,2018,122,181
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Umalatov,Gordon,2,10.0,9,1874,4,0,397,2018,122,182
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Gamzatov,Harris,2,10.0,9,1870,3,0,397,2018,122,183
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Santos,Howard,3,10.0,9,1872,3,0,397,2018,122,184
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Gamzatov,Harris,1,10.0,9,1870,3,0,397,2018,122,185
PFL 6: 2018 Season,2018-08-16,"Atlantic City, New Jersey, USA",Judge not found,Taylor,Lobato,3,10.0,9,1873,3,0,397,2018,122,186
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Sal D'Amato,Claxton,Lencioni,3,10.0,8,289,4,0,3214,2018,227,1142
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Eric Colón,Phathaem,Peatrowsky,1,10.0,9,291,3,0,1393,2018,74,307
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Eric Colón,Phathaem,Peatrowsky,2,10.0,9,291,3,0,1393,2018,74,308
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Eric Colón,Phathaem,Peatrowsky,3,10.0,9,291,3,0,1393,2018,74,309
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Sal D'Amato,Claxton,Lencioni,1,10.0,9,289,4,0,3214,2018,227,1143
Bellator 204: Caldwell vs. Lahat,2018-08-17,"Sioux Falls, South Dakota, USA",Sal D'Amato,Claxton,Lencioni,2,10.0,9,289,4,0,3214,2018,227,1144
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Casey,Hill,2,10.0,9,3407,4,0,581,2018,44,555
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Casey,Hill,1,10.0,9,3407,4,0,581,2018,44,556
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Sanchez,Perez,1,10.0,9,3410,4,1,3214,2018,227,1145
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Sanchez,Perez,3,10.0,9,3410,4,0,3214,2018,227,1146
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Sanchez,Perez,2,9.0,10,3410,4,1,3214,2018,227,1147
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Sanchez,Perez,3,10.0,9,3410,4,0,581,2018,44,557
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Johnson,Fili,1,10.0,9,3409,4,0,3214,2018,227,1148
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Johnson,Fili,2,10.0,9,3409,4,0,3214,2018,227,1149
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Johnson,Fili,3,9.0,10,3409,4,0,3214,2018,227,1150
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Sanchez,Perez,1,9.0,10,3410,4,0,581,2018,44,558
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Sanchez,Perez,2,10.0,9,3410,4,0,581,2018,44,559
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Casey,Hill,2,9.0,10,3407,4,1,3214,2018,227,1151
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Casey,Hill,1,10.0,9,3407,4,0,3214,2018,227,1152
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Casey,Hill,3,10.0,9,3407,4,0,3214,2018,227,1153
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Derek Cleary,Dober,Tuck,3,10.0,8,3408,4,0,2160,2018,150,829
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Casey,Hill,3,10.0,9,3407,4,0,581,2018,44,560
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Dober,Tuck,2,10.0,9,3408,4,0,3214,2018,227,1154
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Dober,Tuck,3,10.0,8,3408,4,0,3214,2018,227,1155
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Johnson,Fili,1,10.0,9,3409,4,0,581,2018,44,561
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Johnson,Fili,2,10.0,9,3409,4,0,581,2018,44,562
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Glenn Trowbridge,Johnson,Fili,3,9.0,10,3409,4,0,581,2018,44,563
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Derek Cleary,Dober,Tuck,2,10.0,9,3408,4,0,2160,2018,150,830
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Derek Cleary,Dober,Tuck,1,10.0,9,3408,4,0,2160,2018,150,831
UFC Fight Night 135: Gaethje vs. Vick,2018-08-25,"Lincoln, Nebraska, USA",Sal D'Amato,Dober,Tuck,1,10.0,9,3408,4,0,3214,2018,227,1156
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Kuramagomedov,Hale,2,10.0,9,1893,4,0,397,2018,122,187
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Kuramagomedov,Hale,1,10.0,9,1893,4,0,397,2018,122,188
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Kakhramonov,2,10.0,9,1894,3,0,397,2018,122,189
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Kakhramonov,3,10.0,9,1894,3,0,397,2018,122,190
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Kuramagomedov,Hale,3,10.0,9,1893,4,0,397,2018,122,191
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Alencar,Kyle,2,10.0,9,1892,3,0,397,2018,122,192
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Alencar,Kyle,3,10.0,9,1892,3,0,397,2018,122,193
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Nurmagomedov,Kakhramonov,1,10.0,9,1894,3,0,397,2018,122,194
PFL 7: 2018 Season,2018-08-30,"Atlantic City, New Jersey, USA",Judge not found,Alencar,Kyle,1,10.0,9,1892,3,0,397,2018,122,195
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Barnett,Bonner,3,9.0,9,1313,4,0,1433,2018,132,501
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Barnett,Bonner,1,9.0,10,1313,4,0,830,2018,105,469
Invicta FC 31: Jandiroba vs. Morandin,2018-09-01,"Kansas City, Missouri, USA",Judge not found,D'Angelo,VanZandt,3,10.0,9,1406,2,0,397,2018,122,196
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Barnett,Bonner,2,10.0,9,1313,4,0,1433,2018,132,502
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Barnett,Bonner,1,9.0,10,1313,4,0,1433,2018,132,503
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Barnett,Bonner,3,9.0,9,1313,4,0,1767,2018,133,739
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Barnett,Bonner,2,10.0,9,1313,4,0,830,2018,105,470
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Bak,Pimblett,1,8.0,10,1312,4,0,1767,2018,133,740
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Bak,Pimblett,4,10.0,9,1312,4,0,1767,2018,133,741
Invicta FC 31: Jandiroba vs. Morandin,2018-09-01,"Kansas City, Missouri, USA",Judge not found,D'Angelo,VanZandt,2,10.0,9,1406,2,0,397,2018,122,197
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Bak,Pimblett,5,10.0,8,1312,4,0,1767,2018,133,742
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Bak,Pimblett,1,8.0,10,1312,4,0,1433,2018,132,504
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Bak,Pimblett,2,10.0,9,1312,4,0,1433,2018,132,505
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Bak,Pimblett,3,10.0,9,1312,4,0,1433,2018,132,506
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Bak,Pimblett,4,10.0,9,1312,4,0,1433,2018,132,507
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",David Lethaby,Bak,Pimblett,5,10.0,9,1312,4,0,1433,2018,132,508
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Bak,Pimblett,3,10.0,8,1312,4,0,1767,2018,133,743
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Bak,Pimblett,2,10.0,9,1312,4,0,830,2018,105,471
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Bak,Pimblett,3,10.0,9,1312,4,0,830,2018,105,472
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Bak,Pimblett,4,10.0,9,1312,4,0,830,2018,105,473
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Bak,Pimblett,1,8.0,10,1312,4,0,830,2018,105,474
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Barnett,Bonner,1,9.0,10,1313,4,0,1767,2018,133,744
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Bak,Pimblett,5,10.0,8,1312,4,0,830,2018,105,475
Invicta FC 31: Jandiroba vs. Morandin,2018-09-01,"Kansas City, Missouri, USA",Judge not found,D'Angelo,VanZandt,1,10.0,9,1406,2,0,397,2018,122,198
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Mark Collett,Barnett,Bonner,3,9.0,8,1313,4,0,830,2018,105,476
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Bak,Pimblett,2,10.0,9,1312,4,0,1767,2018,133,745
CWFC 96: Pimblett vs. Bak,2018-09-01,"Liverpool, England",Ben Cartlidge,Barnett,Bonner,2,10.0,9,1313,4,0,1767,2018,133,746
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Rivera,Dodson,3,10.0,9,2742,4,0,1840,2018,187,787
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Rivera,Dodson,1,10.0,9,2742,4,0,1840,2018,187,788
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Rivera,Dodson,2,10.0,9,2742,4,0,1840,2018,187,789
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Aldana,Pudilova,3,10.0,9,2740,4,0,1840,2018,187,790
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Aldana,Pudilova,1,9.0,10,2740,4,0,1840,2018,187,791
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Aldana,Pudilova,2,10.0,9,2740,4,0,1840,2018,187,792
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Brooks,Sanchez,2,10.0,9,2741,4,0,1840,2018,187,793
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Brooks,Sanchez,3,10.0,9,2741,4,0,1840,2018,187,794
UFC 228: Woodley vs. Till,2018-09-08,"Dallas, Texas, USA",Chris Lee,Brooks,Sanchez,1,9.0,10,2741,4,0,1840,2018,187,795
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Yan,Son,3,10.0,9,3417,4,0,2160,2018,150,832
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Yan,Son,1,9.0,10,3417,4,1,830,2018,105,477
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Yan,Son,2,10.0,9,3417,4,0,830,2018,105,478
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Yan,Son,3,10.0,9,3417,4,0,830,2018,105,479
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Taisumov,Green,1,10.0,9,3416,4,0,2160,2018,150,833
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Taisumov,Green,2,10.0,9,3416,4,0,2160,2018,150,834
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Judge not found,Kunchenko,Alves,3,10.0,9,3415,3,0,397,2018,122,199
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Taisumov,Green,3,10.0,9,3416,4,0,830,2018,105,480
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Taisumov,Green,2,10.0,9,3416,4,0,830,2018,105,481
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Taisumov,Green,1,10.0,9,3416,4,0,830,2018,105,482
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Taisumov,Green,3,10.0,9,3416,4,0,2160,2018,150,835
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Judge not found,Kunchenko,Alves,2,10.0,9,3415,3,1,397,2018,122,200
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Emeev,Sekulic,2,10.0,9,3413,4,0,2160,2018,150,836
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Emeev,Sekulic,1,10.0,8,3413,4,0,2160,2018,150,837
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",David Lethaby,Dvalishvili,Ware,3,10.0,8,3412,4,0,1433,2018,132,509
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",David Lethaby,Dvalishvili,Ware,2,10.0,9,3412,4,0,1433,2018,132,510
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Emeev,Sekulic,3,10.0,9,3413,4,0,2160,2018,150,838
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",David Lethaby,Dvalishvili,Ware,1,10.0,8,3412,4,0,1433,2018,132,511
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Yan,Son,1,10.0,9,3417,4,0,2160,2018,150,839
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Kunchenko,Alves,1,10.0,9,3415,3,0,830,2018,105,483
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Kunchenko,Alves,2,9.0,10,3415,3,0,830,2018,105,484
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Mark Collett,Kunchenko,Alves,3,10.0,9,3415,3,0,830,2018,105,485
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Judge not found,Kunchenko,Alves,1,10.0,9,3415,3,0,397,2018,122,201
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",David Lethaby,Khabilov,Johnson,3,9.0,10,3414,4,1,1433,2018,132,512
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",David Lethaby,Khabilov,Johnson,1,9.0,10,3414,4,0,1433,2018,132,513
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Ben Cartlidge,Khabilov,Johnson,3,10.0,9,3414,4,0,1767,2018,133,747
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Ben Cartlidge,Khabilov,Johnson,2,10.0,9,3414,4,0,1767,2018,133,748
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Ben Cartlidge,Khabilov,Johnson,1,9.0,10,3414,4,0,1767,2018,133,749
UFC Fight Night 136: Hunt vs. Oliynyk,2018-09-15,"Moscow, Russia",Derek Cleary,Yan,Son,2,10.0,9,3417,4,0,2160,2018,150,840
